name,gender,probability,n
Rae,female,0.764705882352941,68
Raed,male,1,17
Rafael,male,1,5125
Rafaela,female,1,108
Rafaella,female,1,13
Raffaele,male,1,19
Rafi,male,1,18
Rafik,male,1,20
Ragna,female,1,30
Ragnar,male,1,971
Ragnarsson,male,1,10
Ragnborg,female,1,40
Ragnhild,female,1,388
Ragni,female,1,164
Ragnvald,male,1,145
Rahel,female,1,17
Rahim,male,1,43
Rahma,female,1,43
Rahman,male,1,59
Rahmo,female,1,21
Rahul,male,1,15
Rai,male,1,14
Raif,male,1,10
Raija,female,1,23946
Raija-Leena,female,1,171
Raija-Liisa,female,1,377
Raija-Maija,female,1,10
Raija-Riitta,female,1,27
Raija-Sisko,female,1,11
Raika,female,1,11
Raikas,male,1,113
Raikko,male,1,45
Raiko,male,1,13
Raila,female,1,1248
Raile,female,1,12
Raili,female,1,16739
Railikki,female,1,15
Raimo,male,1,22359
Raimond,male,1,44
Raimonpoika,male,1,35
Raimontytär,female,1,13
Rain,male,1,13
Raina,female,1,88
Raine,male,0.992392807745505,1446
Rainer,male,1,7153
Raineri,male,1,510
Rainerinpoika,male,1,12
Raini,female,1,118
Rainier,male,1,11
Raino,male,1,627
Raisa,female,1,1534
Raissa,female,1,27
Raita,female,1,364
Raivo,male,1,14
Raj,male,1,16
Raja,male,1,10
Rakel,female,1,1673
Ralf,male,1,1684
Ralf-Erik,male,1,13
Ralph,male,1,106
Ram,male,1,21
Ramadan,male,1,21
Raman,male,1,15
Ramazan,male,1,25
Rami,male,1,3659
Ramil,male,1,11
Ramin,male,1,58
Raminpoika,male,1,33
Rami-Pekka,male,1,17
Ramla,female,1,26
Ramon,male,1,53
Ramón,male,1,10
Ramona,female,1,596
Ramses,male,1,54
Ramzi,male,1,22
Rana,female,1,33
Randa,female,1,14
Randall,male,1,12
Randi,female,1,10
Randolf,male,1,13
Randolph,male,1,12
Randy,male,1,17
Rane,male,1,29
Ranghild,female,1,21
Rani,male,0.547619047619048,42
Rania,female,1,90
Ranja,female,1,167
Ranjit,male,1,11
Ransu,male,1,15
Ranya,female,1,18
Raoul,male,1,160
Raphael,male,1,84
Raphaël,male,1,26
Raquel,female,1,33
Rasha,female,1,10
Rashed,male,1,10
Rasheed,male,1,13
Rashid,male,0.69047619047619,84
Rasim,male,1,11
Rasmus,male,1,7753
Rauf,male,1,15
Rauha,female,1,4807
Raul,male,1,278
Raúl,male,1,10
Rauli,male,1,1460
Rauna,female,1,117
Raune,female,1,13
Rauni,female,0.937237569060773,4525
Rauno,male,1,8190
Raunonpoika,male,1,25
Raunontytär,female,1,14
Rautia,male,1,10
Ravi,male,1,11
Ray,male,1,140
Rayaan,female,1,20
Rayan,male,0.775510204081633,98
Raymond,male,1,276
Raza,male,1,12
Razia,female,1,10
Rea,female,1,818
Rebaz,male,1,11
Rebeca,female,1,28
Rebecca,female,1,1393
Rebecka,female,1,619
Rebekah,female,1,22
Rebekka,female,1,1888
Rebin,male,1,15
Rebwar,male,1,18
Reda,male,1,25
Reea,female,1,214
Reem,female,1,10
Reena,female,1,13
Reet,female,1,21
Reeta,female,1,1945
Reeta-Kaisa,female,1,17
Reeta-Mari,female,1,14
Reeta-Maria,female,1,19
Reeti,male,1,97
Reetriikka,female,1,14
Reetrikki,male,1,28
Reetta,female,1,5474
Reetta-Kaisa,female,1,34
Reetta-Leena,female,1,35
Reetta-Liisa,female,1,49
Reetta-Maija,female,1,22
Reetta-Mari,female,1,17
Reetta-Maria,female,1,34
Reetu,male,1,81
Regiina,female,1,24
Regina,female,1,2597
Regine,female,1,10
Reguel,male,1,40
Reh,male,1,44
Rei,male,1,11
Reidar,male,1,110
Reija,female,1,1835
Reija-Leena,female,1,11
Reija-Liisa,female,1,18
Reija-Riitta,female,1,10
Reijo,male,1,19024
Reijonpoika,male,1,53
Reijontytär,female,1,11
Reima,male,1,2269
Reimo,male,1,26
Rein,male,1,27
Reina,female,1,28
Reine,female,0.817204301075269,93
Reinhard,male,1,32
Reinhold,male,1,517
Reini,male,0.8,50
Reino,male,1,10660
Reinonpoika,male,1,14
Reipas,male,1,35
Reittu,male,1,33
Réka,female,1,13
Reko,male,1,601
Remi,male,1,87
Rémi,male,1,10
Remo,male,1,44
Remu,male,1,169
Remus,male,1,31
Remy,male,1,28
Rena,female,1,12
Renata,female,1,103
Renate,female,1,88
Renato,male,1,15
Rene,male,0.971428571428571,630
René,male,0.97134670487106,349
Renee,female,1,58
Renée,female,1,69
Reni,male,1,20
Renita,female,1,19
Renja,female,1,144
Renne,male,1,248
Renni,male,1,21
Renny,male,1,90
Reno,male,1,12
Reo,male,1,13
Repe,male,1,17
Repekka,female,1,43
Retriika,female,1,30
Retriikka,female,1,23
Retu,male,1,48
Reuben,male,1,13
Revontuli,male,1,11
Rex,male,1,24
Rey,male,1,11
Reza,male,1,91
Rhea,female,1,118
Rhonda,female,1,13
Rhys,male,1,12
Ria,female,1,589
Riad,male,1,25
Ria-Maria,female,1,16
Riana,female,1,13
Rianna,female,1,249
Rianne,female,1,10
Ricardo,male,1,174
Riccardo,male,1,35
Richard,male,1,2577
Richardo,male,1,16
Richart,male,1,14
Rick,male,1,30
Rickard,male,1,332
Rickhard,male,1,218
Ricky,male,1,54
Rico,male,1,209
Rida,male,1,15
Ridwan,male,1,22
Rieti,male,1,28
Righard,male,1,17
Rigmor,female,1,117
Riham,female,1,11
Rihanna,female,1,26
Riia,female,1,973
Riia-Liisa,female,1,13
Riia-Maria,female,1,29
Riija,female,1,13
Riika,female,1,419
Riikka,female,1,13538
Riikka-Elina,female,1,10
Riikka-Johanna,female,1,14
Riikka-Leena,female,1,58
Riikkaliisa,female,1,17
Riikka-Liisa,female,1,133
Riikka-Maaria,female,1,14
Riikka-Maija,female,1,27
Riikkamari,female,1,11
Riikka-Mari,female,1,52
Riikka-Maria,female,1,108
Riikka-Sisko,female,1,11
Riikka-Susanna,female,1,11
Riiko,male,1,61
Riim,female,1,13
Riina,female,1,5625
Riina-Kaisa,female,1,20
Riina-Liisa,female,1,15
Riina-Lotta,female,1,11
Riina-Maija,female,1,22
Riina-Mari,female,1,19
Riina-Maria,female,1,68
Riinu,female,1,12
Riita,female,1,11
Riitta,female,1,39971
Riitta-Anneli,female,1,21
Riitta-Helena,female,1,16
Riitta-Kaarina,female,1,16
Riitta-Kaisa,female,1,44
Riitta-Leena,female,1,244
Riittaliisa,female,1,25
Riitta-Liisa,female,1,1838
Riitta-Maija,female,1,194
Riitta-Mari,female,1,20
Riitta-Maria,female,1,37
Riitta-Marja,female,1,31
Riitta-Sisko,female,1,54
Riitu,female,1,70
Rika,female,1,13
Rikard,male,1,165
Rikhard,male,1,4045
Rikhart,male,1,68
Riki,male,1,105
Riko,male,1,84
Riku,male,1,8480
Rikumatti,male,1,12
Riku-Matti,male,1,71
Rikunpoika,male,1,31
Riku-Pekka,male,1,127
Riku-Petteri,male,1,119
Riku-Ville,male,1,25
Riley,male,1,14
Rilla,female,1,99
Rim,female,1,16
Rima,female,1,10
Rimma,female,1,37
Rina,female,1,165
Rinaldo,male,1,89
Rinesa,female,1,12
Ringa,female,1,128
Ringo,male,1,24
Rinja,female,1,42
Rinna,female,1,105
Rino,male,1,34
Rinor,male,1,15
Rio,male,1,57
Riona,female,1,12
Ripsa,female,1,31
Rispa,female,1,11
Rista,female,1,13
Risten,female,1,21
Ristiina,female,1,97
Risto,male,1,22526
Ristomatti,male,1,60
Risto-Matti,male,1,161
Ristonpoika,male,1,127
Ristontytär,female,1,36
Risto-Pekka,male,1,74
Rita,female,1,2052
Rita-Maria,female,1,13
Ritja,female,1,13
Ritu,female,1,12
Ritva,female,1,34000
Ritva-Anneli,female,1,20
Ritva-Leena,female,1,130
Ritvaliisa,female,1,20
Ritva-Liisa,female,1,611
Ritva-Maija,female,1,15
River,male,1,23
Roald,male,1,30
Robbie,male,1,22
Robert,male,1,6875
Roberta,female,1,45
Roberth,male,1,15
Robertino,male,1,145
Roberto,male,1,244
Robertsdotter,female,1,19
Robi,male,1,69
Robin,male,0.994853523357086,2526
Robinson,male,1,20
Robyn,female,1,18
Rocco,male,1,21
Rochelle,female,1,11
Rock,male,1,11
Rocky,male,1,21
Roda,female,1,20
Rode,female,1,38
Roderick,male,1,15
Rodi,male,1,29
Rodion,male,1,20
Rodney,male,1,21
Rodolfo,male,1,20
Rodrigo,male,1,29
Roger,male,1,1686
Rogert,male,1,19
Rohan,male,1,19
Roi,male,1,122
Roihu,male,1,13
Roine,male,0.822916666666667,96
Roki,male,1,15
Roland,male,1,705
Rolf,male,1,2176
Rolf-Erik,male,1,13
Rolfsdotter,female,1,14
Rolfsson,male,1,11
Rolle,male,1,114
Roman,male,1,295
Romana,female,1,12
Romano,male,1,14
Romeo,male,1,581
Romi,male,1,43
Romina,female,1,14
Ron,male,1,190
Rona,female,1,16
Ronald,male,1,244
Ronaldo,male,1,25
Ronan,male,1,26
Ronda,female,1,19
Roni,male,1,4554
Ronia,female,1,19
Ronin,male,1,10
Roni-Petteri,male,1,10
Ronja,female,1,4936
Ronja-Maria,female,1,13
Ronni,male,1,40
Ronnie,male,1,265
Ronny,male,1,462
Rony,male,1,258
Ronya,female,1,71
Roo,male,1,10
Roobert,male,1,105
Roomeo,male,1,20
Roope,male,1,6500
Roope-Oskari,male,1,12
Roopert,male,1,23
Roopertti,male,1,65
Roosa,female,1,7249
Roosa-Emilia,female,1,22
Roosaliina,female,1,11
Roosa-Maaria,female,1,47
Roosa-Maija,female,1,13
Roosamari,female,1,36
Roosa-Mari,female,1,38
Roosamaria,female,1,26
Roosa-Maria,female,1,453
Roosa-Marja,female,1,12
Roosa-Sofia,female,1,10
Ropi,male,1,17
Rory,male,1,13
Rosa,female,1,2994
Rosabella,female,1,17
Rosa-Emilia,female,1,17
Rosali,female,1,11
Rosalia,female,1,183
Rosalie,female,1,140
Rosaliina,female,1,254
Rosa-Liina,female,1,12
Rosalin,female,1,17
Rosalina,female,1,70
Rosalinda,female,1,63
Rosa-Linda,female,1,13
Rosalyn,female,1,10
Rosa-Maaria,female,1,16
Rosamari,female,1,11
Rosa-Mari,female,1,17
Rosamaria,female,1,37
Rosa-Maria,female,1,329
Rosa-Marie,female,1,35
Rosana,female,1,11
Rosanna,female,1,584
Rosanne,female,1,49
Rosario,female,1,23
Rose,female,1,526
Rosella,female,1,15
Rose-Maj,female,1,115
Rose-Mari,female,1,23
Rose-Maria,female,1,11
Rosemarie,female,1,51
Rose-Marie,female,1,292
Rosemary,female,1,42
Rose-May,female,1,28
Rosetta,female,1,17
Rosette,female,1,13
Roshan,male,1,11
Rosi,female,1,37
Rosie,female,1,23
Rosiina,female,1,16
Rosina,female,1,105
Rosita,female,1,671
Ros-Maj,female,1,28
Rosmari,female,1,23
Ros-Mari,female,1,122
Rosmarie,female,1,20
Ros-Marie,female,1,70
Rosmariini,female,1,23
Ross,male,1,42
Rostislav,male,1,12
Roswitha,female,1,12
Rowan,male,1,11
Roxana,female,1,30
Roxanne,female,1,20
Roy,male,1,831
Roya,female,1,19
Roza,female,1,52
Rozalia,female,1,10
Ruben,male,1,604
Ruby,female,1,54
Rudi,male,1,86
Rudolf,male,1,1169
Rudy,male,1,27
Rufus,male,1,149
Rui,male,1,18
Runa,female,1,148
Runa-Lisa,female,1,17
Runar,male,1,662
Rune,male,1,696
Runo,male,0.774774774774775,111
Rupert,male,1,17
Rurik,male,1,301
Ruska,female,0.904761904761905,126
Ruslan,male,1,55
Russell,male,1,25
Rut,female,1,386
Ruth,female,1,1001
Ruu,male,0.571428571428571,35
Ruuben,male,1,93
Ruudolf,male,1,33
Ruupert,male,1,12
Ruurik,male,1,14
Ruusa,female,1,310
Ruusu,female,1,438
Ruusu-Maria,female,1,18
Ruusunnuppu,female,1,13
Ruut,female,1,894
Ruuth,female,1,37
Ryan,male,1,183
Ryszard,male,1,14
S.,male,1,13
Saabir,male,1,10
Saabiriin,female,1,10
Saad,male,0.808219178082192,73
Saadia,female,1,11
Saaga,female,1,968
Saamuel,male,1,15
Saana,female,1,4307
Saana-Maria,female,1,51
Saana-Tuulia,female,1,14
Saania,female,1,13
Saara,female,1,13294
Saara-Elina,female,1,12
Saarah,female,1,13
Saarai,female,1,11
Saara-Kaisa,female,1,39
Saara-Leena,female,1,26
Saara-Liisa,female,1,41
Saara-Lotta,female,1,15
Saara-Maija,female,1,45
Saara-Mari,female,1,15
Saaramaria,female,1,16
Saara-Maria,female,1,141
Saara-Sofia,female,1,35
Saarni,male,1,22
Saba,female,1,29
Sabah,male,0.522727272727273,44
Saber,male,1,14
Sabiha,female,1,14
Sabiina,female,1,17
Sabina,female,1,982
Sabine,female,1,188
Sabir,male,1,18
Sabit,male,1,15
Sabri,male,1,21
Sabriina,female,1,27
Sabrin,female,1,28
Sabrina,female,1,327
Sabrine,female,1,10
Sacha,male,1,29
Sadaf,female,1,16
Sade,female,1,418
Säde,female,1,1675
Sadehelmi,female,1,11
Sadetta,female,1,40
Sadi,male,1,11
Sadia,female,1,35
Sadie,female,1,18
Sadik,male,1,21
Sadio,female,1,11
Sadiq,male,1,17
Saeed,male,0.790322580645161,62
Saeid,male,1,13
Safa,female,1,32
Safaa,female,1,10
Safet,male,1,15
Saffron,female,1,10
Safi,female,1,11
Safia,female,1,122
Safiina,female,1,11
Safiira,female,1,36
Safina,female,1,27
Safira,female,1,113
Safiya,female,1,51
Safiye,female,1,14
Safiyo,female,1,12
Saga,female,1,2646
Sagal,female,1,32
Saga-Maria,female,1,14
Saga-Sofia,female,1,14
Sahal,female,1,11
Sahar,female,1,47
Sahara,female,1,11
Sahin,male,1,10
Sahra,female,1,89
Sahro,female,1,17
Sai,male,1,10
Said,male,0.781931464174455,321
Saida,female,1,181
Saidi,female,1,14
Saido,female,1,13
Saif,male,1,22
Saiga,female,1,10
Saiid,male,1,10
Saija,female,1,3997
Saija-Leena,female,1,38
Saija-Liisa,female,1,17
Saija-Maria,female,1,17
Saija-Riikka,female,1,15
Saija-Riitta,female,1,11
Saila,female,1,2263
Saila-Maria,female,1,11
Saili,female,1,32
Saima,female,1,1591
Saimi,female,1,3012
Saina,female,1,27
Saini,female,1,751
Sakari,male,1,65997
Sakaria,male,1,38
Sakarias,male,1,808
Sakarinpoika,male,1,22
Sakariye,male,1,34
Sakeus,male,1,19
Saki,male,1,15
Sakina,female,1,13
Sakke,male,1,164
Sakkeus,male,1,14
Sakri,male,1,37
Saku,male,1,4210
Saku-Matti,male,1,14
Sakunpoika,male,1,18
Saku-Pekka,male,1,29
Saku-Petteri,male,1,54
Sakura,female,1,24
Salad,male,0.526315789473684,57
Salah,male,0.759036144578313,83
Salam,male,1,22
Salama,male,0.791666666666667,120
Salar,male,1,17
Saleban,male,0.6,25
Saleem,male,1,12
Saleh,male,0.792452830188679,53
Salem,male,1,39
Salih,male,0.733333333333333,45
Salim,male,1,57
Salima,female,1,19
Salina,female,1,23
Salka,female,1,35
Salla,female,1,5847
Salla-Kaisa,female,1,18
Salla-Maaret,female,1,16
Sallamaari,female,1,113
Salla-Maari,female,1,21
Sallamaaria,female,1,14
Salla-Maaria,female,1,98
Sallamaarit,female,1,10
Salla-Maarit,female,1,76
Salla-Maija,female,1,27
Sallamari,female,1,214
Salla-Mari,female,1,300
Sallamaria,female,1,31
Salla-Maria,female,1,151
Salla-Marja,female,1,14
Salla-Riikka,female,1,13
Sallariina,female,1,10
Salla-Sofia,female,1,18
Salla-Tuulia,female,1,14
Salli,female,1,2048
Sallima,female,1,16
Sally,female,1,252
Salma,female,1,222
Salmaan,male,1,15
Salman,male,0.625,56
Salme,female,1,5385
Salo,male,1,15
Salome,female,1,265
Salomo,male,1,512
Salomon,male,1,1360
Salomoni,male,1,33
Salu,male,1,11
Salvador,male,1,34
Salvatore,male,1,32
Salvia,female,1,12
Sam,male,1,564
Saman,male,1,33
Samantha,female,1,150
Samar,female,1,16
Samatar,male,1,10
Samba,male,1,13
Sameer,male,1,15
Sameh,male,1,14
Sameli,male,1,566
Samer,male,1,14
Samet,male,1,10
Sami,male,1,27744
Samia,female,1,32
Sami-Antti,male,1,15
Samiel,male,1,10
Samiira,female,1,26
Sami-Jukka,male,1,21
Sami-Jussi,male,1,21
Sami-Kristian,male,1,11
Sami-Matti,male,1,26
Sami-Mikael,male,1,10
Samina,female,1,12
Saminpoika,male,1,117
Samintytär,female,1,33
Sami-Pekka,male,1,182
Sami-Petri,male,1,28
Sami-Petteri,male,1,177
Samir,male,0.963333333333333,300
Samira,female,1,358
Sami-Ville,male,1,22
Sammeli,male,1,255
Sammy,male,1,137
Samo,male,1,12
Sampo,male,1,3324
Samponpoika,male,1,10
Samppa,male,1,449
Sampsa,male,1,1159
Samsa,male,1,11
Samsam,female,1,31
Samson,male,1,30
Samu,male,1,5707
Samuel,male,1,18467
Samuela,female,1,15
Samuele,male,1,17
Samueli,male,1,60
Samuli,male,1,23598
Samulinpoika,male,1,27
Samu-Pekka,male,1,30
Samu-Petteri,male,1,35
Samu-Ville,male,1,16
Samy,male,1,39
San,male,0.5,28
Sana,female,1,25
Sanaa,female,1,13
Sanaz,female,1,11
Sander,male,1,75
Sandi,female,1,12
Sandor,male,1,36
Sándor,male,1,21
Sandra,female,1,2395
Sandra-Sofia,female,1,15
Sandrine,female,1,12
Sandro,male,1,25
Sandy,female,1,29
Sane,female,1,16
Sanela,female,1,15
Sanelma,female,1,3397
Sanfrid,male,1,146
Sang,male,1,21
Sani,female,0.942687747035573,506
Sania,female,1,34
Sanita,female,1,12
Sanja,female,1,316
Sanjay,male,1,13
Sankari,male,1,11
Sanna,female,1,22635
Sanna-Elina,female,1,10
Sanna-Helena,female,1,10
Sanna-Kaija,female,1,10
Sannakaisa,female,1,48
Sanna-Kaisa,female,1,492
Sannaleena,female,1,28
Sanna-Leena,female,1,209
Sannaliisa,female,1,14
Sanna-Liisa,female,1,173
Sanna-Maaria,female,1,48
Sanna-Maarit,female,1,91
Sannamaija,female,1,33
Sanna-Maija,female,1,240
Sannamari,female,1,241
Sanna-Mari,female,1,1000
Sannamaria,female,1,30
Sanna-Maria,female,1,480
Sanna-Marika,female,1,30
Sanna-Marja,female,1,34
Sanna-Pauliina,female,1,13
Sanna-Reetta,female,1,12
Sanna-Riikka,female,1,71
Sanna-Riina,female,1,14
Sanna-Riitta,female,1,32
Sanna-Sofia,female,1,14
Sanna-Tuulia,female,1,13
Sanne,female,1,65
Sanni,female,1,8115
Sanniina,female,1,60
Sannika,female,1,13
Sanni-Kaisa,female,1,16
Sanni-Maija,female,1,14
Sannimari,female,1,18
Sanni-Mari,female,1,50
Sannimaria,female,1,10
Sanni-Maria,female,1,52
Sanni-Sofia,female,1,39
Sannu,female,1,20
Sannukka,female,1,30
Sanny,female,1,25
Sansa,female,1,12
Sante,male,1,38
Santeri,male,1,16216
Santero,male,1,16
Santi,male,1,12
Santiago,male,1,51
Santino,male,1,22
Santos,male,1,15
Santra,female,1,196
Santtu,male,1,2731
Santtu-Pekka,male,1,10
Sanya,female,1,12
Sara,female,1,13913
Sara-Emilia,female,1,19
Sarafiina,female,1,10
Sarafina,female,1,16
Sarah,female,1,1003
Sarai,female,1,33
Sara-Julia,female,1,15
Saralia,female,1,12
Saraliina,female,1,11
Sara-Lotta,female,1,16
Sara-Maaria,female,1,10
Saramaria,female,1,11
Sara-Maria,female,1,97
Sara-Marie,female,1,13
Saranda,female,1,35
Saranna,female,1,27
Sara-Sofia,female,1,159
Saraste,female,1,10
Sara-Tuuli,female,1,12
Sara-Tuulia,female,1,17
Sardar,male,1,14
Sargit,female,1,44
Sari,female,1,29526
Saria,female,1,26
Sarianna,female,1,611
Sari-Anna,female,1,55
Sarianne,female,1,374
Sari-Anne,female,1,111
Sari-Anneli,female,1,22
Sari-Hannele,female,1,13
Sari-Helena,female,1,20
Sariina,female,1,30
Sari-Johanna,female,1,20
Sarika,female,1,72
Sari-Leena,female,1,16
Sari-Liisa,female,1,13
Sari-Maarit,female,1,41
Sari-Maija,female,1,13
Sari-Maria,female,1,15
Sari-Marjut,female,1,10
Sari-Minna,female,1,10
Sarina,female,1,111
Sari-Sisko,female,1,11
Sari-Susanna,female,1,31
Sarita,female,1,1105
Saritta,female,1,25
Sarleena,female,1,12
Sarlotta,female,1,173
Sarmad,male,1,11
Sarra,female,1,13
Sarri,female,1,62
Sasa,male,0.56,50
Sascha,male,1,16
Sasha,male,0.69,100
Saska,male,1,196
Saskia,female,1,189
Sasu,male,1,750
Sätene,female,1,25
Sattar,male,1,13
Satu,female,1,25201
Satu-Anna,female,1,10
Satu-Elina,female,1,14
Satu-Hannele,female,1,16
Satu-Helena,female,1,22
Satu-Johanna,female,1,26
Satu-Kaarina,female,1,18
Satu-Kristiina,female,1,12
Satu-Leena,female,1,10
Satu-Liisa,female,1,19
Satu-Lotta,female,1,18
Satu-Maaret,female,1,13
Satu-Maaria,female,1,78
Satu-Maarit,female,1,211
Satu-Maija,female,1,20
Satu-Mari,female,1,19
Satumaria,female,1,17
Satu-Maria,female,1,127
Satu-Marika,female,1,11
Satumarja,female,1,10
Satu-Marja,female,1,82
Satu-Marjaana,female,1,12
Satu-Marjut,female,1,11
Satu-Päivi,female,1,19
Satu-Päivikki,female,1,21
Satu-Riitta,female,1,10
Satu-Sinikka,female,1,61
Satu-Sisko,female,1,42
Satu-Susanna,female,1,25
Satu-Tuulia,female,1,11
Saul,male,1,222
Sauli,male,1,4632
Saulinpoika,male,1,12
Saulus,male,1,11
Savanna,female,1,65
Savannah,female,1,85
Savas,male,1,11
Sävel,female,1,12
Sävele,female,1,13
Saveli,male,1,14
Savva,male,1,16
Sävy,female,1,48
Sayd,male,1,11
Sayed,male,1,65
Saynab,female,1,16
Scarlett,female,1,52
Scott,male,1,108
Sea,female,1,14
Sead,male,1,11
Seamus,male,1,10
Sean,male,1,158
Seán,male,1,16
Sebastian,male,1,13108
Sebastián,male,1,16
Sebastiano,male,1,10
Sebastien,male,1,61
Sébastien,male,1,44
Secilia,female,1,20
Seda,female,1,12
Seea,female,1,23
Seela,female,1,1178
Seelia,female,1,132
Seelim,male,1,37
Seemi,male,1,78
Seena,female,1,35
Seera,female,1,18
Seere,female,1,10
Seet,male,1,16
Seeti,male,1,50
Sefania,male,1,13
Sefanias,male,1,42
Sefanja,male,1,10
Sefer,male,1,10
Seidi,female,1,291
Seif,male,1,20
Seija,female,1,24759
Seija-Leena,female,1,33
Seija-Liisa,female,1,133
Seija-Riitta,female,1,63
Seija-Sinikka,female,1,10
Seija-Sisko,female,1,31
Seikko,male,1,11
Seila,female,1,27
Seita,female,1,46
Selda,female,1,21
Selen,female,1,10
Selena,female,1,242
Selene,female,1,123
Selia,female,1,17
Seliina,female,1,204
Selim,male,1,270
Selin,female,1,19
Selina,female,1,1436
Selinda,female,1,97
Selja,female,1,523
Sella,female,1,86
Selma,female,1,2057
Selmi,male,0.5,24
Sem,male,1,38
Sema,female,1,11
Semen,male,1,14
Semi,male,1,103
Semih,male,1,13
Semir,male,1,15
Semmi,male,1,22
Semra,female,1,12
Sena,female,1,16
Senad,male,1,15
Seni,female,1,13
Senia,female,1,42
Senita,female,1,16
Senja,female,1,3248
Senna,female,1,121
Senni,female,1,2081
Senni-Sofia,female,1,13
Sennu,female,1,12
Senny,female,1,29
Senobia,female,1,14
Sepastian,male,1,15
Sepeteus,male,1,30
Seponpoika,male,1,105
Sepontytär,female,1,21
Seppo,male,1,35354
Seppo-Ilmari,male,1,10
Sera,female,1,106
Serafia,female,1,656
Serafiia,female,1,86
Serafiina,female,1,972
Serafim,male,1,20
Serafima,female,1,35
Serafina,female,1,446
Seraphina,female,1,12
Serdar,male,1,16
Sere,male,1,10
Seren,female,1,12
Serena,female,1,173
Serenella,female,1,14
Serge,male,1,24
Sergeevna,female,1,15
Sergei,male,1,436
Sergej,male,1,16
Sergejevna,female,1,13
Sergey,male,1,179
Sergio,male,1,29
Sergiy,male,1,11
Serguei,male,1,64
Serhat,male,1,24
Seri,female,1,12
Serina,female,1,68
Serita,female,1,12
Serja,female,1,22
Serkan,male,1,23
Serko,male,1,10
Sesilia,female,1,171
Sesilja,female,1,12
Sessa,female,1,12
Set,male,1,19
Setareh,female,1,10
Seth,male,1,87
Setti,male,1,65
Sevda,female,1,13
Seve,male,1,10
Severi,male,1,4177
Severiina,female,1,223
Severin,male,1,158
Severina,female,1,15
Severus,male,1,88
Sevgi,female,1,20
Seyed,male,1,51
Seyedeh,female,1,10
Seynab,female,1,21
Seyyed,male,1,10
Shabnam,female,1,15
Shahad,female,1,10
Shahid,male,1,16
Shahin,male,0.75,40
Shahla,female,1,24
Shahnaz,female,1,11
Shaker,male,1,12
Shakir,male,1,10
Shakira,female,1,15
Shamso,female,1,22
Shan,female,1,16
Shane,male,1,20
Shani,female,1,24
Shania,female,1,22
Shannon,female,1,31
Shanti,female,1,24
Shari,female,1,12
Sharif,male,0.701298701298701,77
Sharmarke,male,1,14
Sharmin,female,1,13
Sharon,female,1,110
Sharona,female,1,12
Shaun,male,1,18
Shawn,male,1,29
Shayan,male,1,12
Sheida,female,1,10
Sheikh,male,0.739130434782609,69
Sheila,female,1,57
Sherif,male,0.688888888888889,45
Shima,female,1,11
Shira,female,1,16
Shire,male,0.516129032258065,31
Shirel,female,1,10
Shiri,female,1,11
Shirin,female,1,46
Shirley,female,1,35
Shpresa,female,1,10
Shqipe,female,1,10
Shu,female,1,11
Shukri,female,1,47
Shukrije,female,1,12
Shwan,male,1,15
Si,female,1,10
Sibel,female,1,43
Sibylla,female,1,16
Sickan,female,1,40
Sid,male,1,15
Sidney,male,1,19
Sidonia,female,1,24
Siegfried,male,1,26
Siena,female,1,14
Sienna,female,1,183
Sierra,female,1,14
Sievä,female,1,61
Sievi,female,1,21
Sigbritt,female,1,52
Sig-Britt,female,1,16
Sigfrid,male,1,331
Sigge,male,1,22
Sigismund,male,1,17
Signar,male,1,12
Signe,female,1,964
Signhild,female,1,78
Signild,female,1,17
Sigrid,female,1,601
Sigrun,female,1,17
Sigurd,male,1,441
Sigvald,male,1,102
Sigvard,male,1,269
Sihaam,female,1,15
Siham,female,1,29
Sihveri,male,1,45
Siilas,male,1,31
Siim,male,1,11
Siime,female,1,11
Siimon,male,1,53
Siimoni,male,1,10
Siina,female,1,545
Siinto,male,1,13
Siiri,female,1,9126
Siiri-Maria,female,1,25
Siiri-Sofia,female,1,62
Siivertti,male,1,12
Sikke,female,1,17
Sikstus,male,1,13
Sikuriina,female,1,64
Sila,female,1,10
Silas,male,1,39
Silja,female,1,6099
Silja-Maaria,female,1,10
Silja-Maria,female,1,30
Silja-Riitta,female,1,14
Silja-Sofia,female,1,15
Silje,female,1,22
Silke,female,1,26
Silla,female,1,72
Silmu,female,1,58
Silpa,female,1,63
Silva,female,1,441
Silvana,female,1,25
Silve,female,1,29
Silver,male,1,27
Silvi,female,1,19
Silvia,female,1,769
Silvio,male,1,26
Silvo,male,1,153
Sima,female,1,25
Simeon,male,1,830
Simeoni,male,1,143
Simi,male,1,15
Simin,female,1,10
Simo,male,1,11050
Simo-Heikki,male,1,10
Simo-Matti,male,1,11
Simon,male,1,1653
Simona,female,1,74
Simone,female,0.953488372093023,258
Simonpoika,male,1,76
Simontytär,female,1,19
Simopekka,male,1,38
Simo-Pekka,male,1,206
Simo-Petteri,male,1,16
Simo-Samuli,male,1,12
Simo-Santeri,male,1,11
Sina,female,0.935483870967742,217
Sinaida,female,1,37
Sinan,male,1,38
Sindi,female,1,25
Sindy,female,1,19
Sine,female,1,11
Sinea,female,1,11
Sinella,female,1,43
Sinem,female,1,13
Sinerva,female,1,10
Sinervo,female,1,18
Singh,male,1,168
Sini,female,1,9085
Sini-Johanna,female,1,13
Sinikka,female,1,45797
Sinikukka,female,1,15
Sini-Maaret,female,1,12
