name,gender,probability,n
Marjariitta,female,1,33
Marja-Riitta,female,1,1381
Marja-Sinikka,female,1,12
Marja-Sisko,female,1,142
Marjaterttu,female,1,51
Marja-Terttu,female,1,1716
Marjatta,female,1,94045
Marja-Tuulia,female,1,10
Marja-Tuulikki,female,1,18
Marje,female,1,87
Marjeli,female,1,24
Marjetta,female,1,136
Marjo,female,1,11784
Marjo-Hannele,female,1,10
Marjo-Helena,female,1,10
Marjo-Kaisa,female,1,30
Marjo-Leena,female,1,54
Marjo-Liisa,female,1,70
Marjo-Reetta,female,1,10
Marjorie,female,1,52
Marjo-Riikka,female,1,64
Marjoriina,female,1,10
Marjo-Riina,female,1,14
Marjoriitta,female,1,39
Marjo-Riitta,female,1,1107
Marjo-Rita,female,1,10
Marju,female,1,664
Marjukka,female,1,6694
Marjuska,female,1,38
Marjut,female,1,13611
Mark,male,1,619
Markareeta,female,1,18
Markareetta,female,1,52
Marke,female,1,295
Market,female,1,27
Marketta,female,1,19999
Markit,female,1,182
Markitta,female,1,36
Markko,male,1,78
Markku,male,1,40381
Markku-Juhani,male,1,17
Markku-Pekka,male,1,16
Markkus,male,1,15
Marko,male,1,29814
Marko-Juhani,male,1,20
Marko-Mikael,male,1,13
Markonpoika,male,1,150
Markontytär,female,1,55
Marko-Pekka,male,1,12
Marko-Petteri,male,1,12
Markos,male,1,50
Marko-Tapani,male,1,21
Marko-Tapio,male,1,49
Markuksenpoika,male,1,63
Markuksentytär,female,1,24
Markunpoika,male,1,234
Markuntytär,female,1,49
Markus,male,1,43316
Markusdotter,female,1,11
Marla,female,1,51
Marle,female,1,36
Marleen,female,1,33
Marleena,female,1,1593
Marleene,female,1,32
Marlen,female,1,118
Marlén,female,1,41
Marlena,female,1,126
Marlene,female,1,921
Marléne,female,1,75
Marley,male,1,14
Marlo,male,1,101
Marlon,male,1,96
Marno,male,1,18
Marsa,female,1,31
Marshall,male,1,10
Mart,male,1,24
Marta,female,1,205
Márta,female,1,10
Märta,female,1,568
Mårten,male,1,414
Martha,female,1,249
Märtha,female,1,189
Martiina,female,1,60
Martimo,male,1,12
Martin,male,1,3650
Martina,female,1,1384
Martine,female,1,36
Martino,male,1,16
Martinpoika,male,1,107
Martintytär,female,1,31
Martinus,male,1,17
Márton,male,1,11
Martta,female,1,7668
Martta-Liisa,female,1,11
Martti,male,1,26755
Marttiina,female,1,140
Martti-Mikael,male,1,13
Marttin,male,1,15
Marttina,female,1,12
Maru,female,1,16
Marus,female,1,15
Marusja,female,1,26
Maruska,female,1,14
Marutzella,female,1,21
Maruzella,female,1,20
Marvin,male,1,39
Marwa,female,1,54
Marwan,male,1,42
Mary,female,1,756
Marya,female,1,13
Maryam,female,1,191
Maryama,female,1,49
Maryan,female,1,64
Maryann,female,1,16
Mary-Ann,female,1,110
Maryanne,female,1,26
Mary-Anne,female,1,42
Masa,male,1,68
Masi,male,1,275
Mason,male,1,16
Masood,male,1,12
Masoud,male,1,15
Massimo,male,1,33
Master,male,1,12
Masud,male,1,15
Mataleena,female,1,84
Mateo,male,1,65
Mateus,male,1,38
Mateusz,male,1,10
Mathea,female,1,11
Matheo,male,1,65
Matheus,male,1,21
Mathew,male,1,24
Mathias,male,1,2369
Mathieu,male,1,16
Mathilda,female,1,1037
Mathilde,female,1,96
Matias,male,1,62520
Matilda,female,1,18462
Matilde,female,1,66
Matinpoika,male,1,519
Matintytär,female,1,163
Matja,female,1,13
Matleena,female,1,3321
Matlena,female,1,40
Matroona,female,1,13
Mats,male,1,2021
Matsdotter,female,1,21
Mats-Erik,male,1,36
Mats-Johan,male,1,17
Matsson,male,1,13
Matt,male,1,20
Matte,male,1,10
Matteo,male,1,152
Matteus,male,1,334
Matthew,male,1,323
Matthias,male,1,221
Matthieu,male,1,13
Matti,male,1,84252
Mattia,male,1,26
Mattias,male,1,2195
Matti-Esko,male,1,12
Mattiina,female,1,10
Matti-Juhani,male,1,48
Matti-Jussi,male,1,20
Matti-Mikael,male,1,23
Matti-Oskari,male,1,14
Matti-Pekka,male,1,144
Matti-Petteri,male,1,28
Mattis,male,1,31
Matti-Tapio,male,1,11
Matti-Veikko,male,1,12
Matts,male,1,573
Matts-Erik,male,1,24
Mattus,male,1,15
Matvei,male,1,55
Matvey,male,1,18
Maud,female,1,132
Mauno,male,1,5728
Maunonpoika,male,1,10
Maunu,male,1,477
Maunus,male,1,11
Maura,female,1,102
Maureen,female,1,16
Mauri,male,1,10156
Maurice,male,1,52
Mauricio,male,1,28
Maurinpoika,male,1,42
Maurintytär,female,1,21
Maurita,female,1,11
Maurits,male,1,328
Mauritz,male,1,719
Mauriz,male,1,46
Maurizio,male,1,12
Mauro,male,1,35
Max,male,1,4147
Maxi,male,1,16
Maxim,male,1,357
Maxima,female,1,14
Maxime,male,1,42
Maximiliam,male,1,16
Maximilian,male,1,715
Maximilien,male,1,10
Maximillian,male,1,52
Maximo,male,1,16
Maximus,male,1,316
Maxine,female,1,45
Maxwell,male,1,60
May,female,1,426
Maya,female,1,644
May-Britt,female,1,60
May-Gret,female,1,12
May-Len,female,1,25
Mayvor,female,1,29
Md,male,1,65
Md.,male,1,72
Mea,female,1,1118
Mea-Maria,female,1,20
Medina,female,1,48
Meea,female,1,657
Meela,female,1,13
Meeli,female,1,11
Meelis,male,1,16
Meemi,female,1,20
Meena,female,1,33
Meeri,female,1,4955
Meerika,female,1,12
Meeri-Maria,female,1,11
Meerit,female,1,65
Meg,female,1,14
Megan,female,1,52
Meh,female,1,41
Mehdi,male,1,85
Mehmet,male,1,178
Mehran,male,1,13
Mei,female,1,163
Meija,female,1,74
Meiju,female,1,468
Meimi,female,1,253
Meini,female,1,23
Meir,male,1,12
Meira,female,1,93
Meja,female,1,76
Melani,female,1,11
Melania,female,1,12
Melanie,female,1,240
Mélanie,female,1,16
Melchior,male,1,14
Melek,female,1,74
Meli,female,1,13
Melia,female,1,36
Melian,female,1,19
Melica,female,1,14
Melida,female,1,38
Meliha,female,1,16
Meliida,female,1,11
Meliina,female,1,79
Meliisa,female,1,13
Melik,male,1,12
Melika,female,1,22
Melike,female,1,36
Melina,female,1,1734
Melinda,female,1,691
Melis,female,1,45
Melisa,female,1,306
Melise,female,1,29
Melissa,female,1,1861
Melisse,female,1,13
Melita,female,1,70
Melitta,female,1,13
Melker,male,1,101
Mella,female,1,66
Melodi,female,1,15
Melodia,female,1,29
Melody,female,1,68
Melvin,male,1,208
Melwin,male,1,57
Mena,female,1,13
Menna,female,1,55
Menni,female,1,108
Mentor,male,1,13
Meo,male,1,16
Meral,female,1,12
Mercedes,female,1,199
Meredith,female,1,12
Merelle,female,1,13
Merena,female,1,15
Mereta,female,1,24
Merete,female,1,104
Merethe,female,1,14
Merette,female,1,40
Mergim,male,1,27
Meri,female,1,4761
Meria,female,1,17
Meriam,female,1,20
Merianna,female,1,18
Meri-Anna,female,1,11
Meriel,female,1,25
Meriella,female,1,12
Meriem,female,1,27
Merihelmi,female,1,28
Meri-Helmi,female,1,34
Meriina,female,1,13
Meriitta,female,1,19
Merika,female,1,148
Merike,female,1,179
Merikki,female,1,21
Merikukka,female,1,33
Meri-Kukka,female,1,20
Merili,female,1,17
Merilin,female,1,21
Merilla,female,1,30
Merima,female,1,10
Meri-Maaria,female,1,20
Meri-Maija,female,1,10
Merina,female,1,79
Merisa,female,1,10
Meri-Sisko,female,1,10
Merissa,female,1,11
Merit,female,1,91
Merita,female,1,716
Meritta,female,1,67
Merituuli,female,1,338
Meri-Tuuli,female,1,389
Merituulia,female,1,67
Meri-Tuulia,female,1,225
Meri-Tuulikki,female,1,11
Merja,female,1,21251
Merja-Anneli,female,1,10
Merja-Hannele,female,1,15
Merja-Helena,female,1,12
Merja-Leena,female,1,86
Merja-Liisa,female,1,235
Merja-Riitta,female,1,115
Merja-Terttu,female,1,13
Merjem,female,1,10
Merle,female,1,48
Merliina,female,1,11
Merlin,male,1,27
Merri,male,1,13
Mert,male,1,58
Mertsi,male,1,419
Mertta,female,1,38
Mertzi,male,1,17
Merva,female,1,17
Merve,female,1,34
Mervi,female,1,9899
Mery,female,1,10
Meryam,female,1,10
Meryem,female,1,61
Mesi,female,1,48
Mesimarja,female,1,16
Mesut,male,1,14
Meta,female,1,20
Mete,male,1,20
Metin,male,1,34
Metsätähti,female,1,26
Metta,female,1,46
Mette,female,1,1485
Mette-Maaria,female,1,12
Mette-Maarit,female,1,14
Mette-Maria,female,1,36
Metti,female,1,42
Meya,female,1,27
Mi,female,1,64
Mia,female,1,7726
Mia-Liisa,female,1,11
Mia-Maarit,female,1,15
Mia-Maija,female,1,13
Mia-Mari,female,1,42
Mia-Maria,female,1,163
Mia-Marika,female,1,27
Miana,female,1,13
Mianna,female,1,92
Mia-Riikka,female,1,11
Mia-Riitta,female,1,18
Mia-Sofia,female,1,16
Mica,male,1,29
Micael,male,1,590
Micaela,female,1,807
Micah,male,1,26
Michael,male,0.997457822972036,4327
Michaela,female,1,1010
Michail,male,1,27
Michal,male,0.681818181818182,44
Michel,male,1,228
Michela,female,1,28
Michele,male,0.505882352941176,85
Michell,female,1,12
Michella,female,1,11
Michelle,female,1,725
Mici,male,1,60
Mick,male,1,24
Mickael,male,1,82
Micke,male,1,176
Mickel,male,1,25
Mickey,male,1,19
Micky,male,1,20
Miclas,male,1,10
Mico,male,1,1211
Mielikki,female,1,387
Mielo,female,1,16
Mies,male,1,107
Migael,male,1,12
Miguel,male,1,200
Mihael,male,1,22
Mihaela,female,1,18
Mihai,male,1,15
Mihail,male,1,267
Mihailovna,female,1,23
Mihhail,male,1,14
Mihka,male,1,10
Mihkal,male,1,12
Mihkel,male,1,21
Mihku,male,1,15
Mii,female,1,18
Miia,female,1,9603
Miia-Johanna,female,1,10
Miia-Leena,female,1,11
Miia-Liisa,female,1,27
Miia-Maaria,female,1,23
Miia-Maarit,female,1,21
Miia-Mari,female,1,60
Miia-Maria,female,1,155
Miia-Marika,female,1,41
Miia-Riikka,female,1,27
Miia-Riina,female,1,11
Miida,female,1,69
Miihkali,male,1,68
Miija,female,1,39
Miika,male,1,8671
Miikael,male,1,683
Miika-Markus,male,1,14
Miika-Matias,male,1,23
Miika-Matti,male,1,11
Miikanpoika,male,1,33
Miikantytär,female,1,19
Miika-Petteri,male,1,11
Miikka,male,1,5022
Miikkael,male,1,792
Miikka-Matias,male,1,11
Miiko,male,1,181
Miiku,male,1,15
Miila,female,1,282
Miili,female,1,79
Miilia,female,1,57
Miilo,male,1,23
Miima,female,1,10
Miimi,female,1,11
Miina,female,1,1627
Miina-Liisa,female,1,10
Miina-Maria,female,1,28
Miinu,female,1,18
Miio,male,1,216
Miira,female,1,359
Miiro,male,1,165
Miisa,female,1,1366
Miisa-Maria,female,1,20
Miita,female,1,17
Miitrei,male,1,13
Miitri,male,1,48
Miitta,female,1,145
Miitu,female,1,20
Miiu,female,1,20
Mija,female,1,16
Mika,male,0.99972826825358,36801
Mika-Antti,male,1,10
Mikaeela,female,1,15
Mikael,male,0.999890964960103,100885
Mikaël,male,1,18
Mikaela,female,1,5948
Mikaeli,male,1,99
Mikaelinpoika,male,1,12
Mikaella,female,1,17
Mikaelsdotter,female,1,43
Mikaelsson,male,1,21
Mika-Erik,male,1,12
Mikail,male,1,100
Mika-Juhani,male,1,18
Mika-Kristian,male,1,10
Mika-Markus,male,1,15
Mika-Matias,male,1,10
Mika-Matti,male,1,74
Mikanpoika,male,1,221
Mikantytär,female,1,79
Mika-Pekka,male,1,66
Mika-Petri,male,1,79
Mika-Petteri,male,1,85
Mika-Tapani,male,1,11
Mika-Tapio,male,1,11
Mike,male,1,230
Mikel,male,1,21
Mikhael,male,1,17
Mikhail,male,1,170
Miki,male,1,531
Mikka,male,1,12
Mikkal,male,1,10
Mikke,male,1,386
Mikkel,male,1,45
Mikkeli,male,1,11
Mikki,male,1,111
Mikko,male,1,46173
Mikko-Juhani,male,1,24
Mikko-Jussi,male,1,10
Mikko-Matias,male,1,40
Mikko-Matti,male,1,40
Mikko-Oskari,male,1,18
Mikko-Pekka,male,1,125
Mikko-Petteri,male,1,59
Mikko-Samuli,male,1,10
Mikko-Tapio,male,1,11
Mikko-Ville,male,1,37
Miklas,male,1,149
Miklos,male,1,44
Miko,male,1,2812
Mikolas,male,1,12
Miko-Matias,male,1,11
Mikonpoika,male,1,435
Mikontytär,female,1,119
Miku,male,1,131
Mila,female,1,2176
Milad,male,1,32
Milada,female,1,14
Milaja,female,1,173
Mila-Maria,female,1,11
Milan,male,1,141
Milana,female,1,454
Milaya,female,1,16
Milda,female,1,137
Mildred,female,1,89
Mildrid,female,1,62
Milea,female,1,41
Mileena,female,1,13
Milena,female,1,821
Miles,male,1,31
Milga,female,1,16
Mili,female,1,52
Milia,female,1,48
Miliam,male,1,10
Milian,male,1,30
Miliana,female,1,13
Milica,female,1,12
Milina,female,1,17
Militsa,female,1,24
Militza,female,1,14
Miliza,female,1,15
Milja,female,1,5430
Miljaana,female,1,61
Milja-Emilia,female,1,11
Milja-Maaria,female,1,18
Milja-Maria,female,1,43
Milka,female,1,1026
Milka-Maria,female,1,11
Milko,male,1,119
Milla,female,1,9746
Milla-Emilia,female,1,26
Milla-Maaria,female,1,63
Milla-Maarit,female,1,15
Millamari,female,1,20
Milla-Mari,female,1,62
Millamaria,female,1,17
Milla-Maria,female,1,150
Milla-Riikka,female,1,12
Milla-Riina,female,1,29
Milla-Riitta,female,1,10
Milla-Roosa,female,1,10
Milli,female,1,89
Millie,female,1,26
Milly,female,1,13
Milma,female,1,199
Milo,male,1,1031
Milona,female,1,16
Milos,male,1,31
Milou,female,1,17
Milton,male,1,224
Milva,female,1,11
Milvi,female,1,18
Mimi,female,1,174
Mimma,female,1,31
Mimmi,female,1,946
Mimmu,female,1,54
Mimosa,female,1,1801
Mimoza,female,1,24
Min,female,0.526315789473684,38
Mina,female,1,161
Minca,female,1,11
Minda,female,1,85
Mindi,female,1,59
Mindy,female,1,45
Mine,female,1,14
Minea,female,1,3138
Minéa,female,1,52
Minella,female,1,77
Minerva,female,1,715
Minessa,female,1,61
Minetta,female,1,19
Minette,female,1,76
Ming,male,0.6,50
Minh,male,0.731517509727626,257
Minja,female,1,1740
Minja-Maria,female,1,10
Minka,female,1,679
Minna,female,1,29765
Minna-Elina,female,1,13
Minna-Helena,female,1,11
Minna-Johanna,female,1,13
Minna-Kaarina,female,1,17
Minnakaisa,female,1,10
Minna-Kaisa,female,1,78
Minna-Kristiina,female,1,26
Minnaleena,female,1,11
Minna-Leena,female,1,88
Minnaliisa,female,1,35
Minna-Liisa,female,1,362
Minna-Maaria,female,1,62
Minna-Maarit,female,1,89
Minnamaija,female,1,11
Minna-Maija,female,1,56
Minnamari,female,1,92
Minna-Mari,female,1,208
Minnamaria,female,1,23
Minna-Maria,female,1,251
Minna-Marika,female,1,27
Minna-Marja,female,1,22
Minna-Marjaana,female,1,14
Minnami,female,1,14
Minna-Riikka,female,1,43
Minna-Riitta,female,1,86
Minna-Sisko,female,1,18
Minna-Susanna,female,1,13
Minne,female,1,44
Minnea,female,1,235
Minni,female,1,688
Minnie,female,1,38
Minni-Maria,female,1,10
Mino,male,1,48
Minta,female,1,35
Minttu,female,1,4212
Minttumaaria,female,1,17
Minttu-Maaria,female,1,90
Minttu-Mari,female,1,16
Minttu-Maria,female,1,85
Mio,male,1,600
Miona,female,1,65
Mir,male,1,16
Mira,female,1,7639
Mirabella,female,1,44
Mirabelle,female,1,11
Miralda,female,1,10
Mira-Maria,female,1,42
Miran,male,1,25
Mirana,female,1,16
Miranda,female,1,1060
Miranna,female,1,85
Mirca,female,1,15
Mirco,male,1,26
Mire,female,1,10
Mireia,female,1,10
Mireille,female,1,34
Mireka,female,1,15
Mirel,female,1,10
Mirela,female,1,30
Mirella,female,1,1635
Mirelle,female,1,103
Mirena,female,1,12
Miretta,female,1,32
Mirette,female,1,152
Miri,female,1,13
Miria,female,1,15
Miriam,female,1,847
Mirigli,female,1,31
Mirika,female,1,11
Mirikli,female,1,115
Mirina,female,1,13
Mirita,female,1,10
Miritza,female,1,11
Mirja,female,1,16288
Mirjaana,female,1,24
Mirja-Kaarina,female,1,13
Mirja-Leena,female,1,112
Mirjaliisa,female,1,14
Mirja-Liisa,female,1,386
Mirjam,female,1,11490
Mirja-Maija,female,1,18
Mirjami,female,1,16965
Mirjana,female,1,14
Mirja-Riitta,female,1,40
Mirka,female,0.986111111111111,2520
Mirka-Maria,female,1,16
Mirke,female,1,11
Mirkka,female,1,741
Mirkku,female,1,79
Mirko,male,1,545
Mirna,female,1,13
Miro,male,1,5830
Miro-Matias,male,1,19
Miron,male,1,41
Miro-Petteri,male,1,11
Miroslav,male,1,33
Mirsad,male,1,12
Mirta,female,1,11
Mirva,female,1,3220
Mirva-Liisa,female,1,21
Mirve,female,1,18
Miryam,female,1,13
Mirza,male,1,23
Misa,male,0.704433497536946,203
Misael,male,1,62
Misca,male,1,35
Mischa,male,1,20
Misella,female,1,16
Miselle,female,1,10
Misha,male,1,38
Mishka,male,1,15
Miska,male,0.987555555555556,3375
Miski,female,1,12
Miso,male,1,55
Mitchell,male,1,20
Mitja,male,0.953216374269006,342
Mitjo,male,1,12
Mitra,female,1,81
Mitri,male,1,40
Mitro,male,1,176
Miya,female,1,13
Moa,female,1,378
Moalim,male,1,11
Modou,male,1,13
Moe,female,1,14
Mohamad,male,0.891089108910891,101
Mohamed,male,0.717023675310034,2661
Mohammad,male,0.938428874734607,471
Mohammed,male,0.825,560
Mohamoud,male,0.542857142857143,35
Mohamud,male,0.622282608695652,368
Mohamuud,female,1,10
Mohan,male,1,13
Mohsen,male,1,32
Moira,female,1,25
Mokhtar,male,1,12
Molla,female,1,33
Mollie,female,1,11
Molly,female,1,177
Momodou,male,1,15
Mona,female,1,2374
Mona-Liisa,female,1,11
Monalisa,female,1,11
Mona-Lisa,female,1,86
Mona-Maria,female,1,25
Monia,female,1,19
Monica,female,1,2935
Monika,female,1,1882
Monique,female,1,43
Monja,female,1,13
Monna,female,1,113
Moona,female,1,1654
Moona-Maria,female,1,11
Moonika,female,1,142
Mooses,male,1,107
Morad,male,1,15
Morgan,male,0.879194630872483,149
Morits,male,1,10
Moritz,male,1,123
Morris,male,1,175
Morten,male,1,33
Mortimer,male,1,45
Mortti,male,1,44
Moses,male,1,40
Moshe,male,1,11
Mostafa,male,1,55
Mounir,male,1,16
Mourad,male,1,17
Moussa,male,1,12
Moustafa,male,1,15
Mowlid,male,1,12
Mubarak,male,1,29
Mubashir,male,1,12
Muhamad,male,1,19
Muhamed,male,0.849462365591398,93
Muhammad,male,1,240
Muhammed,male,1,123
Muhannad,male,1,11
Muharrem,male,1,15
Muhiadin,male,0.52,25
Muhsin,male,1,18
Muhumed,female,0.555555555555556,27
Mui,female,1,12
Muisto,male,0.518134715025907,193
Mukhtar,male,0.6,35
Mulki,female,1,12
Mumin,male,0.6,40
Muna,female,1,26
Muniira,female,1,15
Munir,male,1,16
Munira,female,1,23
Murad,male,1,22
Murat,male,1,68
Muriel,female,1,15
Mursal,male,0.62962962962963,27
Muru,female,1,42
Musa,male,1,77
Musab,male,1,24
Muscab,male,1,12
Muse,male,0.558823529411765,34
Mushtak,female,1,10
Muska,female,1,24
Muslim,male,1,21
Musse,male,0.632352941176471,68
Mustaf,male,1,20
Mustafa,male,0.904593639575972,283
Mustafe,male,1,32
Mustapha,male,1,60
Mustikka,female,1,22
Muthoni,female,1,10
Muusa,female,1,62
Muuse,male,1,14
Muzaffer,male,1,10
My,female,1,430
Mya,female,1,17
Myra,female,1,19
Myriam,female,1,26
Myrna,female,1,24
Myrsky,male,0.912844036697248,218
Myrtel,female,1,12
Myrtle,female,1,10
Mysi,female,1,21
Myy,female,1,187
Naana,female,1,22
Nabeel,male,1,12
Nabi,male,1,10
Nabil,male,1,79
Nabila,female,1,22
Nada,female,1,84
Nadeem,male,1,10
Nadejda,female,1,94
Nader,male,1,28
Nadeschda,female,1,24
Nadezda,female,1,176
Nadezhda,female,1,37
Nadia,female,1,262
Nadim,male,1,12
Nadina,female,1,12
Nadine,female,1,122
Nadir,male,1,25
Nadira,female,1,14
Nadiya,female,1,15
Nadja,female,1,914
Nadya,female,1,20
Nael,male,1,12
Naema,female,1,18
Naemi,female,1,36
Nafisa,female,1,16
Nahid,female,1,20
Nahuel,male,1,13
Naim,male,1,21
Naima,female,1,57
Naimi,female,1,68
Naimo,female,1,13
Najib,male,1,18
Najim,male,1,11
Najma,female,1,49
Najmo,female,1,27
Nala,female,1,11
Nalle,male,1,48
Nam,male,1,45
Namir,male,1,11
Nan,female,1,38
Nana,female,0.93953488372093,430
Nancy,female,1,258
Nanda,female,1,11
Nando,male,1,23
Nandor,male,1,13
Nanette,female,1,119
Nani,female,1,24
Nanja,female,1,24
Nanna,female,1,946
Nanne,female,1,100
Nanni,female,1,212
Nanny,female,1,124
Nante,male,1,11
Naomi,female,1,279
Napoleon,male,1,35
Narges,female,1,19
Narin,female,1,19
Naser,male,1,28
Nasim,male,1,27
Nasir,male,1,46
Nasra,female,1,38
Nasrin,female,1,33
Nasro,female,1,26
Nasser,male,1,22
Nasteeho,female,1,10
Nasteho,female,1,16
Nasti,female,1,52
Nata,female,1,21
Natacha,female,1,33
Natali,female,1,83
Natalia,female,1,2539
Natalie,female,1,963
Nataliina,female,1,12
Natalija,female,1,29
Nataliya,female,1,21
Natalja,female,1,107
Nataly,female,1,11
Natalya,female,1,18
Natan,male,1,20
Natanael,male,1,113
Nataniel,male,1,18
Natasa,female,1,30
Natascha,female,1,43
Natasha,female,1,304
Natasia,female,1,31
Natasja,female,1,22
Nathali,female,1,11
Nathalia,female,1,61
Nathalie,female,1,687
Nathan,male,1,159
Nathanael,male,1,49
Nathaniel,male,1,108
Natja,female,1,37
Natta,female,1,17
Navid,male,1,11
Nawaal,female,1,12
Nawal,female,1,23
Naz,female,1,17
Nazanin,female,1,11
Nazar,male,1,14
Nazir,male,1,12
Nea,female,1,7080
Néa,female,1,26
Nea-Emilia,female,1,18
Neah,female,1,13
Nea-Mari,female,1,11
Nea-Maria,female,1,75
Nea-Noora,female,1,22
Nea-Sofia,female,1,27
Neda,female,1,30
Nedim,male,1,10
Neea,female,1,3121
Neea-Maria,female,1,16
Neela,female,1,791
Neele,female,1,12
Neelia,female,1,127
Neema,female,1,16
Neena,female,1,32
Neera,female,1,28
Neeta,female,1,14
Neetta,female,1,12
Nefeli,female,1,11
Negin,female,1,14
Nehemia,male,1,18
Nehemias,male,1,13
Neija,female,1,21
Neil,male,1,36
Neila,female,1,14
Neili,female,1,13
Neilikka,female,1,45
Neko,male,1,10
Nela,female,1,10
Nele,female,1,22
Neli,female,1,11
Nelia,female,1,45
Nella,female,1,3220
Nella-Maria,female,1,16
Nella-Noora,female,1,12
Nella-Sofia,female,1,12
Nelle,female,1,67
Nelli,female,1,3855
Nellie,female,1,151
Nelliina,female,1,16
Nelli-Maria,female,1,23
Nellinoora,female,1,22
Nelli-Noora,female,1,51
Nelli-Sofia,female,1,10
Nelly,female,1,850
Nelma,female,1,116
Nelmi,female,1,16
Nelson,male,1,107
Nemi,female,1,62
Nemo,male,1,212
Nena,female,1,15
Nene,female,1,13
Nenja,female,1,10
Nenna,female,1,380
Nenne,female,1,38
Neo,male,1,416
Neonilla,female,1,37
Nerea,female,1,14
Neri,female,1,15
Nerissa,female,1,18
Nermin,female,1,14
Nero,male,1,10
Nesrin,female,1,14
Nessa,female,1,86
Nessi,female,1,10
Nesta,male,1,16
Nestor,male,1,603
Nestori,male,1,2561
Neta,female,1,22
Netta,female,1,2435
Netta-Maria,female,1,12
Nette,female,1,270
Neva,female,1,12
Neve,female,1,61
Nevzat,male,1,11
Nga,female,1,43
Ngan,female,1,29
Nghia,male,1,15
Ngoc,female,0.768,250
Ngozi,female,1,15
Nguyen,female,0.586206896551724,58
Nguyet,female,1,36
Nhan,male,1,12
Nhat,male,1,27
Nhi,female,1,62
Nhu,female,0.833333333333333,60
Nhung,female,1,27
Nhut,male,1,19
Nia,female,1,164
Nic,male,1,12
Nica,female,1,13
Nichlas,male,1,33
Nicholas,male,1,973
Nici,male,1,41
Nick,male,1,86
Nicke,male,1,58
Nicklas,male,1,511
Nickolas,male,1,12
Nicky,male,1,81
Niclas,male,1,983
Nico,male,1,3154
Nicodemus,male,1,28
Nicol,female,1,12
Nicola,female,0.884920634920635,252
Nicolai,male,1,109
Nicolas,male,1,1048
Nicolás,male,1,24
Nicole,female,1,821
Nicoletta,female,1,36
Nicolette,female,1,32
Nicolina,female,1,186
Nicoline,female,1,31
Nico-Petteri,male,1,14
Nida,female,1,22
Niels,male,1,44
Nietos,male,1,20
Nihat,male,1,12
Nii,male,1,11
Niia,female,1,145
Niika,female,1,20
Niikko,male,1,11
Niila,male,1,695
Niilas,male,1,133
Niiles,male,1,85
Niillas,male,1,13
Niilo,male,1,9634
Niilonpoika,male,1,19
Niina,female,1,12479
Niina-Kaisa,female,1,12
Niina-Liisa,female,1,11
Niina-Maija,female,1,10
Niina-Mari,female,1,23
Niina-Maria,female,1,71
Niina-Riikka,female,1,18
Niini,female,1,71
Niitty,female,1,10
Nika,female,1,48
Nikanor,male,1,120
Nike,female,1,15
Niki,male,0.955795677799607,1018
Nikita,male,0.673913043478261,414
Nikke,male,1,292
Nikki,female,0.537313432835821,67
Nikko,male,1,31
Niklas,male,1,9250
Niklasdotter,female,1,11
Niklaus,male,1,13
